,name,online_order,book_table,votes,location,cuisines,approx_cost(for two people),listed_in(type),type,rate
28062,3610,0,0,30,9,51,300.0,2,9,3.8
43939,5704,1,1,771,52,51,1200.0,6,5,4.1
44043,2407,1,0,79,41,51,450.0,2,9,3.5
14276,3905,1,0,70,15,59,350.0,4,9,3.8
21961,5262,1,0,23,21,51,300.0,2,9,3.7
47378,1844,1,0,114,53,51,500.0,2,6,4.0
31244,2174,1,0,3459,31,38,600.0,4,4,4.3
25502,1726,1,0,274,24,51,900.0,2,3,4.1
2054,1089,0,0,177,2,51,400.0,4,9,4.0
10977,2019,1,0,137,29,51,1200.0,4,3,4.1
33871,6244,1,0,44,30,51,550.0,4,9,3.9
6431,3309,0,0,27,52,60,100.0,4,9,3.9
30507,5839,1,0,47,31,51,300.0,2,9,3.2
9262,337,1,0,739,23,20,500.0,2,6,4.1
8645,1223,1,0,4,9,51,400.0,2,10,3.1
9289,5922,1,1,584,21,51,1200.0,2,4,3.8
19948,2570,1,0,198,0,24,300.0,2,7,4.0
8246,2109,0,1,1710,8,51,1200.0,5,8,4.4
15995,4080,1,0,200,18,52,750.0,2,6,4.0
49422,6331,0,0,6,5,38,500.0,2,9,3.2
28164,297,1,0,1077,29,37,400.0,3,8,4.2
4087,473,1,1,1383,18,51,1100.0,2,5,4.2
26280,1638,1,0,72,1,51,250.0,4,9,3.8
40938,70,1,0,461,36,50,400.0,2,9,4.1
32280,314,1,0,189,9,1,400.0,2,9,4.1
44878,1220,1,0,85,19,51,300.0,2,9,3.8
18002,4197,1,1,847,19,51,1200.0,2,4,3.9
41556,1688,0,1,758,36,51,1300.0,4,8,4.3
17272,3804,1,0,7,18,51,300.0,4,9,3.3
3077,3713,0,0,920,21,1,600.0,2,4,4.0
17667,4637,1,0,148,22,58,350.0,2,9,3.4
6914,301,1,0,225,36,51,250.0,2,9,3.3
16481,335,1,0,29,46,13,450.0,2,9,3.7
19705,1662,1,0,13,3,51,300.0,2,8,3.3
2011,646,1,0,8,41,51,200.0,4,8,3.4
26957,2125,1,0,779,30,51,750.0,2,4,4.0
44456,780,0,0,318,39,40,1400.0,4,1,3.7
2834,778,1,0,20,9,51,400.0,2,3,3.7
12690,2568,0,0,617,37,51,3000.0,4,8,3.8
37113,4224,1,0,178,26,51,800.0,4,4,3.8
34656,1744,1,0,66,9,8,700.0,4,9,3.9
36365,2262,1,0,144,28,38,500.0,2,6,3.9
1074,147,1,0,265,2,41,400.0,2,6,3.8
4328,5100,0,0,116,5,51,400.0,2,8,2.8
48059,1696,1,0,658,12,16,750.0,3,8,4.3
45732,260,0,0,6,22,8,200.0,4,9,3.1
6363,2306,1,0,30,52,51,200.0,4,9,3.8
24456,5608,1,0,44,41,15,500.0,2,3,3.7
21187,4224,1,0,20,21,51,800.0,4,9,3.9
30838,2372,1,0,4,30,28,500.0,2,10,3.3
35447,3181,1,0,10,9,51,450.0,2,0,3.8
25858,6083,1,0,51,1,54,300.0,2,8,3.8
13386,502,1,0,48,15,51,1000.0,0,4,2.8
43271,5013,1,0,2519,34,51,1600.0,4,4,4.6
29233,5793,0,1,571,30,51,1000.0,5,1,4.5
38903,5568,0,0,9,44,14,400.0,4,3,3.3
11750,5404,1,0,70,53,38,200.0,2,10,3.5
41258,2803,1,0,270,8,51,500.0,2,4,3.2
14478,1262,0,0,19,15,13,400.0,4,9,3.0
15586,949,1,1,2671,37,51,1200.0,4,3,4.3
46712,393,0,0,7,35,14,1000.0,3,3,3.5
16556,3603,1,0,68,46,19,600.0,2,9,3.4
12394,5577,0,1,119,52,51,2000.0,3,4,4.1
41747,516,1,0,131,36,51,600.0,4,9,3.6
4985,1106,0,1,148,52,51,2800.0,0,8,4.3
12088,2965,1,0,185,11,31,350.0,2,9,3.9
11778,2806,1,0,74,45,51,500.0,2,9,3.9
48020,2873,1,0,104,7,37,400.0,3,8,3.9
12244,957,1,0,96,52,51,600.0,2,3,3.8
17033,4224,1,0,115,18,51,800.0,4,4,3.8
16289,4046,1,0,34,18,51,300.0,2,9,3.8
28115,3820,1,0,22,9,0,600.0,2,4,3.6
41529,1933,1,1,3113,36,51,1500.0,4,5,4.4
34473,2780,1,0,10,9,51,100.0,4,9,3.6
23258,6224,1,0,39,23,18,1000.0,4,4,2.8
43587,96,0,0,16,7,51,900.0,4,8,3.6
21393,1609,1,0,0,9,51,400.0,4,9,3.3
16822,3566,1,0,94,18,39,400.0,2,9,3.7
12403,5910,1,0,116,50,27,400.0,3,7,4.3
43922,6231,0,1,1430,52,51,1300.0,6,8,4.2
16974,6119,0,1,766,18,51,1200.0,4,8,4.6
487,5746,1,0,888,0,51,750.0,2,4,3.9
45071,2154,1,0,90,51,25,200.0,2,6,3.9
909,4056,1,1,4381,23,51,600.0,1,8,4.4
48470,6306,1,0,58,37,24,600.0,4,7,3.9
41754,1611,1,0,81,36,38,250.0,4,9,3.9
46743,2693,1,1,676,43,45,900.0,4,4,3.9
31062,6056,1,1,149,29,51,900.0,4,4,4.2
40191,2004,1,0,136,35,41,400.0,4,9,3.7
41983,2109,0,1,1788,8,51,1200.0,4,8,4.4
47428,341,0,0,62,50,58,400.0,2,4,3.8
47179,5873,0,0,777,35,51,1400.0,5,8,4.0
33686,5775,1,0,68,29,51,250.0,3,7,4.3
13251,2236,0,0,949,7,40,1100.0,5,8,4.0
49750,3330,0,0,193,46,54,200.0,4,9,2.1
15526,3851,0,0,9,11,38,450.0,4,4,3.2
31602,2943,1,0,19,26,36,200.0,4,9,3.4
39585,2081,1,0,101,35,58,200.0,2,9,3.6
49187,5842,0,1,1764,46,51,1500.0,2,8,4.3
40768,325,0,0,6,36,57,350.0,2,9,3.3
33694,779,1,0,149,29,51,350.0,3,10,4.4
19490,1765,1,0,75,9,51,300.0,2,10,4.0
11702,2651,1,0,270,19,45,500.0,2,6,3.7
18639,5006,0,1,953,19,51,2500.0,4,8,4.4
43262,1873,0,1,2054,34,51,1200.0,4,5,4.4
19953,702,1,0,208,9,51,400.0,2,8,3.8
18079,1361,1,0,6,52,51,150.0,2,2,3.3
44576,3351,1,0,37,39,54,100.0,4,9,3.9
44741,879,0,0,20,40,51,300.0,1,3,3.2
5140,5404,1,0,68,53,38,200.0,2,10,3.5
9472,4532,1,0,33,23,51,400.0,2,9,3.7
27563,895,0,1,43,40,39,700.0,2,4,3.5
21958,3741,1,0,5,2,8,300.0,2,9,3.2
8967,3337,1,0,184,9,51,400.0,2,9,3.7
46204,3403,1,0,42,41,51,500.0,2,9,3.8
37650,454,0,1,1559,26,51,1200.0,6,8,4.3
37909,2628,1,0,25,52,40,300.0,2,9,3.7
5397,3545,1,0,45,32,6,300.0,2,2,3.7
29468,3836,1,0,371,18,51,550.0,2,4,3.9
32203,5010,0,0,1209,28,51,650.0,1,3,4.0
29006,3709,1,0,36,9,51,200.0,4,9,3.7
18716,4699,0,0,57,19,51,800.0,4,4,4.1
47476,5536,1,0,131,7,51,700.0,2,4,4.3
43880,5086,0,0,45,44,32,1700.0,5,8,3.6
33055,646,1,0,6,31,51,200.0,2,9,3.4
10244,2034,1,0,5,41,34,400.0,3,6,3.3
20690,1108,0,0,56,23,4,350.0,2,0,3.9
5167,6296,1,0,146,52,51,650.0,2,4,4.3
19913,5617,1,0,9,9,51,600.0,2,9,3.4
48364,60,0,1,105,7,51,1000.0,4,4,3.9
42357,3814,1,0,30,52,51,300.0,2,9,3.5
12137,5140,1,0,24,53,58,300.0,2,9,3.6
24254,3718,1,0,8,41,40,300.0,2,9,3.3
37601,4325,1,1,461,31,38,1500.0,6,5,4.4
16975,460,0,1,634,18,51,850.0,4,8,4.6
35220,3770,1,1,2401,28,51,1000.0,2,4,4.4
18519,2958,1,0,567,19,51,400.0,3,8,4.0
9233,3530,1,0,455,18,40,400.0,2,10,3.6
31893,135,0,0,27,9,54,250.0,4,9,3.7
7445,3159,1,0,16,36,51,200.0,2,8,3.3
3406,2973,0,0,46,3,51,450.0,4,9,3.6
18803,3107,0,1,869,19,47,1100.0,4,4,4.0
4026,3145,1,0,163,5,51,250.0,2,8,2.9
7167,6135,1,0,88,54,40,300.0,2,9,3.7
41528,37,0,1,1909,36,51,1100.0,4,5,4.5
14131,1303,0,0,83,15,40,700.0,4,4,3.1
20156,2049,1,0,12,21,51,200.0,2,7,3.2
31661,4828,0,0,13,30,19,500.0,4,9,2.8
33649,1602,0,0,40,30,51,300.0,3,7,4.0
30100,432,1,1,1238,28,14,700.0,2,3,4.0
19376,3542,0,0,258,37,51,1200.0,6,5,4.1
20926,3487,0,0,4,21,4,500.0,3,8,3.3
9571,3799,0,0,39,9,51,600.0,2,4,3.6
46474,3350,1,0,291,35,51,300.0,2,8,3.9
29678,2201,1,0,717,18,51,1000.0,2,4,3.9
16514,5550,1,0,101,18,51,650.0,2,3,3.1
42185,6234,0,0,53,45,51,2000.0,0,8,4.0
14146,4522,0,0,17,15,51,600.0,4,4,3.5
47308,1870,1,0,74,7,51,650.0,1,3,3.8
29036,2867,1,0,18,9,51,700.0,4,4,3.1
14707,4832,1,0,205,52,51,250.0,2,9,4.1
3741,5768,0,1,151,21,51,1350.0,5,8,3.7
51273,999,0,0,51,54,23,600.0,4,4,3.7
10306,2035,1,0,37,31,51,200.0,3,7,4.2
14523,1580,0,0,4,15,51,400.0,4,9,3.2
516,2831,0,0,64,0,51,250.0,3,9,3.8
29919,2392,1,0,83,18,51,800.0,2,4,3.4
10954,4748,0,1,759,27,40,1200.0,4,1,4.1
34164,2070,0,0,11,41,32,1600.0,4,8,3.5
30081,4462,1,0,48,9,40,700.0,2,4,2.7
42882,215,0,0,23,7,3,200.0,2,0,3.6
34660,4301,1,0,8,9,51,400.0,4,9,3.3
45405,1875,0,0,210,51,38,700.0,2,4,3.8
35494,2763,1,0,21,2,51,250.0,2,8,3.1
706,1866,1,0,91,0,43,400.0,4,9,2.8
30623,3698,0,0,14,30,51,350.0,2,9,3.8
11659,629,1,0,125,37,51,900.0,1,8,4.1
17656,1182,1,0,241,22,51,400.0,2,9,4.2
47315,942,0,0,145,45,51,1000.0,1,8,3.7
7570,4426,1,0,16,36,38,300.0,2,9,3.5
9234,4561,1,0,28,18,51,300.0,2,9,3.1
37522,5554,0,0,63,9,14,500.0,4,3,3.8
43959,1915,0,0,24,7,51,1900.0,6,8,2.9
34088,4626,0,1,108,31,51,1000.0,4,4,4.3
48639,3814,1,0,30,52,51,300.0,4,9,3.5
35535,336,1,0,6,18,11,250.0,2,6,3.3
7671,2951,0,0,1123,8,51,500.0,3,9,4.1
14083,3819,1,0,523,15,51,450.0,4,4,3.8
50335,5543,1,0,19,54,51,500.0,2,6,3.3
15252,4102,0,0,38,52,4,300.0,2,0,3.9
37831,1816,1,0,3236,10,51,750.0,2,4,4.0
21991,412,1,0,113,9,51,400.0,2,9,4.0
31951,4105,1,0,13,9,8,300.0,4,9,3.2
46306,3058,1,0,10,4,51,200.0,2,8,3.4
15897,598,1,0,99,18,8,650.0,2,6,4.0
21042,2126,1,1,1268,21,51,800.0,4,8,4.3
15188,957,1,0,96,52,51,600.0,2,3,3.8
49953,5607,0,0,47,5,14,500.0,4,3,3.7
43072,3063,0,0,53,45,5,300.0,3,8,3.6
28580,1826,1,0,505,30,51,600.0,4,3,4.1
14396,5726,1,0,4,15,58,400.0,4,9,3.4
47505,5840,1,1,512,34,19,1300.0,2,5,4.3
40645,3344,1,0,75,36,38,400.0,2,9,2.7
6785,790,1,1,733,54,51,900.0,1,8,4.5
31985,4944,0,1,2005,29,51,1400.0,5,8,4.5
13307,4528,1,1,488,50,51,1900.0,6,8,4.4
28216,5274,1,0,511,30,27,500.0,3,7,4.1
1066,2157,1,0,83,9,51,400.0,2,9,4.1
7388,1548,1,0,57,36,40,400.0,2,9,3.5
40597,2613,1,0,84,54,40,300.0,2,9,2.8
18058,5559,1,1,1380,19,51,900.0,2,3,3.9
34793,1663,0,0,315,28,15,600.0,1,3,4.1
33072,2184,1,0,8,18,51,350.0,2,9,3.4
31205,1546,1,0,14,9,49,200.0,4,9,3.6
8799,5021,1,0,600,31,26,900.0,2,7,4.2
17597,2216,1,0,332,19,51,800.0,1,8,4.1
17455,1460,1,0,473,9,35,600.0,4,9,2.6
36463,2766,1,0,123,29,4,400.0,3,0,3.8
41888,2838,0,0,16,36,38,400.0,4,9,3.1
40268,3241,0,1,354,41,51,1400.0,4,4,4.3
15890,3651,1,0,25,18,3,200.0,2,10,3.7
44483,3725,1,0,18,39,51,400.0,4,3,3.7
29441,3750,1,0,8,18,51,300.0,2,9,3.8
41268,3596,1,0,21,36,51,350.0,2,8,3.0
46698,366,1,0,25,35,34,200.0,3,7,4.0
12562,2786,0,1,2119,34,51,2200.0,4,8,4.4
29002,531,0,0,7,9,51,300.0,4,9,3.4
26481,836,1,0,248,24,51,1200.0,5,1,3.9
17754,5535,1,1,367,19,51,1200.0,2,4,4.3
23755,713,0,0,7,9,8,200.0,4,9,3.2
14376,4668,0,0,77,15,51,450.0,4,9,3.2
35826,1924,1,0,254,9,18,600.0,2,4,3.8
1120,466,1,0,43,2,51,500.0,2,9,3.0
40912,4361,1,0,220,36,38,300.0,2,9,4.2
17515,5455,1,1,326,46,51,1200.0,6,8,4.1
2102,6181,1,0,57,2,51,250.0,4,9,3.3
31230,1092,1,0,433,29,24,800.0,4,8,3.8
10928,1664,1,1,1800,29,51,900.0,4,8,4.3
26396,3479,0,0,10,41,40,300.0,4,9,3.2
9323,4195,1,0,372,18,51,700.0,2,4,4.3
47204,9,1,0,1734,35,51,1400.0,6,8,4.2
46200,720,1,0,713,39,51,500.0,2,10,3.2
28900,4177,1,0,132,31,51,300.0,4,9,3.8
39207,22,0,0,46,12,51,1000.0,4,4,3.1
194,2136,1,0,469,3,51,750.0,2,4,3.8
32552,516,1,0,454,31,51,600.0,2,4,3.9
28794,4153,1,0,36,30,51,300.0,4,9,3.7
5378,1442,1,0,78,16,26,500.0,2,7,4.0
31831,4338,0,0,221,9,38,550.0,4,9,2.4
42165,4510,0,0,988,37,51,3000.0,0,8,4.6
9187,1489,1,0,508,23,51,1000.0,2,8,4.0
42721,6293,1,1,81,52,21,800.0,2,4,3.8
40284,4026,0,1,207,47,51,2200.0,4,8,4.0
3964,1331,1,1,557,36,40,900.0,2,4,4.0
13921,2333,1,0,9,15,32,1800.0,2,1,3.2
34461,2804,1,0,14,9,51,600.0,4,10,3.3
17408,3302,1,0,137,26,38,500.0,4,9,2.8
34468,3709,1,0,36,9,51,200.0,4,9,3.7
32435,1498,1,0,15,18,51,400.0,2,10,3.4
16745,396,1,0,7,18,34,300.0,2,7,3.5
37819,1746,1,0,1084,7,51,550.0,2,8,4.0
3028,4481,1,0,219,3,51,600.0,2,3,4.0
34040,5373,1,1,291,28,51,750.0,4,4,3.7
29011,2184,1,0,8,18,51,350.0,4,9,3.4
29368,120,1,0,738,9,51,600.0,2,4,3.5
16199,68,1,0,101,18,51,250.0,2,9,4.0
29692,1637,1,1,344,29,38,700.0,2,4,4.2
49,5477,1,0,245,33,51,300.0,2,9,3.1
15838,696,0,0,6,18,51,600.0,1,3,3.3
31658,4177,1,0,132,31,51,300.0,4,9,3.8
38587,5990,0,1,131,34,51,1000.0,4,5,4.4
18036,2591,1,0,26,19,51,250.0,2,9,3.5
37141,2246,1,0,332,26,21,600.0,4,4,3.9
46901,5072,1,0,68,4,40,500.0,4,4,3.7
5017,3946,0,0,31,37,40,1000.0,0,4,3.0
32673,217,1,0,77,13,26,300.0,2,8,3.9
13852,5602,0,0,90,15,51,400.0,2,6,3.9
9088,1925,1,0,24,29,51,500.0,2,9,3.7
38040,1378,1,1,74,7,51,700.0,2,4,4.3
12952,5920,1,0,7,52,51,500.0,4,9,3.4
40659,3164,1,0,71,36,51,250.0,2,8,3.3
50364,5545,1,0,69,54,34,450.0,2,7,3.7
3022,3395,1,1,560,23,38,800.0,2,4,3.8
14212,315,0,0,8,15,54,200.0,4,8,3.4
13722,6166,1,0,10,15,51,400.0,2,9,3.4
50292,805,1,0,82,54,51,300.0,2,2,4.1
45779,673,0,0,70,22,51,200.0,4,9,3.7
7893,6070,0,1,103,54,51,1300.0,4,5,4.2
50491,4073,1,0,142,54,14,700.0,2,3,4.1
30846,1346,1,1,281,28,51,1500.0,2,5,4.0
9191,3808,1,0,31,2,49,800.0,2,4,3.7
3443,5292,1,1,2049,21,48,1000.0,4,4,4.2
38044,3669,1,0,23,3,51,100.0,2,8,3.6
37966,444,1,0,227,10,51,950.0,2,4,3.9
4670,6028,1,0,77,5,58,300.0,4,9,4.0
44158,6360,1,0,9,39,51,300.0,2,9,3.6
40962,1232,1,0,354,54,39,700.0,2,4,3.7
1309,6274,1,0,85,23,51,500.0,2,3,2.7
15210,5957,1,1,188,49,51,1300.0,2,5,4.0
33354,234,0,0,39,9,40,400.0,2,9,3.6
51347,1578,1,0,114,54,51,400.0,4,9,3.1
25128,4120,0,0,4,1,49,300.0,4,9,3.2
19759,3392,1,0,23,9,51,300.0,2,9,3.8
13344,368,0,1,195,37,51,3000.0,6,8,4.0
16513,1881,1,0,88,18,51,600.0,2,4,3.8
27141,1912,1,0,16,9,51,350.0,2,6,3.2
1650,2766,1,0,22,2,4,400.0,2,8,2.6
4710,2525,1,0,15,5,41,400.0,4,9,3.6
51634,6140,0,0,34,8,36,200.0,4,9,3.7
40336,2444,0,0,678,43,54,400.0,4,4,4.3
39246,1250,0,0,6,41,51,450.0,4,4,3.2
42323,3506,1,1,1772,19,38,800.0,2,4,4.2
16473,4466,1,0,69,9,51,400.0,2,6,3.7
8823,4521,1,0,13,9,28,300.0,2,9,3.5
21552,1166,1,0,92,23,51,300.0,4,9,3.9
19408,5814,0,0,43,23,51,1000.0,0,4,2.7
19108,1804,0,0,391,13,51,500.0,4,9,4.0
22282,6282,1,0,181,23,24,400.0,2,7,3.9
11456,876,1,1,3870,29,51,1600.0,5,8,4.4
41424,1416,1,0,971,36,34,400.0,3,7,4.5
4805,4067,0,1,1496,46,51,1900.0,4,8,4.4
2496,963,0,1,102,21,51,800.0,1,3,4.1
910,1010,1,0,131,23,51,400.0,1,3,3.7
34753,1813,0,0,38,30,51,900.0,0,4,3.8
28339,1889,1,1,597,28,51,1200.0,4,1,3.9
28438,1816,1,0,6937,29,51,750.0,4,4,4.1
37443,2914,0,0,11,45,57,250.0,4,9,2.9
49689,5361,1,0,16,46,51,550.0,4,4,3.5
6013,3483,1,0,184,7,13,500.0,4,9,3.7
37906,2461,1,0,94,7,56,300.0,2,9,4.2
267,4909,1,0,11,3,7,150.0,2,9,3.2
43066,5577,0,1,126,52,51,2000.0,3,4,4.1
34373,1800,0,0,14,29,51,400.0,4,9,2.9
51079,6082,0,1,400,54,51,2000.0,4,4,4.3
45566,5846,0,0,76,19,4,400.0,3,8,4.1
13083,5939,0,0,211,16,5,200.0,4,8,4.1
28788,4101,0,0,12,41,54,200.0,4,9,3.5
18624,4584,1,0,6,37,24,1000.0,3,8,3.5
47214,2119,0,0,27,47,51,1000.0,6,1,3.6
42692,4852,1,0,42,16,17,350.0,2,3,3.6
9083,6149,1,0,27,9,51,400.0,2,9,3.7
16238,1528,1,0,6,46,51,800.0,2,10,3.6
24696,3389,1,0,201,24,51,650.0,4,4,4.1
41463,5194,1,0,23,36,37,300.0,3,8,3.7
20030,4681,1,0,9,9,60,150.0,2,9,3.1
17554,3201,0,0,687,37,51,3000.0,0,8,4.3
36900,5228,0,0,4,29,0,300.0,4,8,3.3
46500,712,0,0,38,43,9,350.0,2,9,3.1
33316,5491,1,0,25,26,38,200.0,2,9,3.4
14473,2264,0,0,5,15,51,300.0,4,9,3.3
43403,4161,1,1,203,45,51,1200.0,4,4,3.8
44855,300,1,0,136,19,57,300.0,2,8,3.2
34869,2598,1,0,120,9,51,250.0,2,9,4.0
3611,6195,0,0,39,21,57,250.0,4,9,3.8
38640,2199,1,1,2854,44,51,800.0,4,8,4.2
33936,2493,0,1,4449,29,51,1000.0,4,1,4.7
38635,3063,0,0,2328,50,51,700.0,4,4,3.9
48461,4793,1,0,56,50,9,400.0,4,9,3.9
4213,5904,1,0,600,18,51,800.0,2,4,4.0
34617,2888,0,0,4,9,36,200.0,4,9,3.3
27528,5708,1,0,95,26,46,350.0,2,9,3.9
32676,3775,1,0,8,9,33,130.0,2,7,3.5
1166,4058,1,0,347,23,22,600.0,2,4,3.9
47212,4694,0,0,35,47,51,800.0,6,5,2.9
47824,2671,0,0,14,45,5,200.0,2,0,3.4
49541,5276,1,0,591,46,51,500.0,3,8,4.3
43986,4294,1,0,239,39,51,500.0,1,3,4.0
44211,4751,1,0,212,39,48,900.0,2,4,3.7
28167,1780,1,0,151,29,51,500.0,3,6,4.5
939,6326,1,0,42,9,28,500.0,2,9,3.3
46262,5780,1,0,8,4,7,400.0,2,8,3.0
7025,4361,1,0,141,36,38,300.0,2,9,4.1
24208,5773,1,1,229,25,51,550.0,2,4,4.1
50606,3755,0,1,268,54,38,600.0,2,4,2.9
2908,5895,1,0,133,21,51,700.0,2,4,3.7
4145,3353,1,0,337,18,40,500.0,2,9,3.9
39631,1070,1,0,36,43,3,400.0,2,7,3.4
29090,4995,1,0,6,13,20,200.0,4,9,3.5
44724,1647,1,1,1522,19,51,1500.0,0,5,4.4
7292,366,0,0,4,54,34,200.0,2,7,3.2
27114,5911,1,0,55,18,51,300.0,2,8,3.9
28467,5952,1,0,960,31,51,500.0,4,4,4.0
25869,3164,1,0,19,24,51,250.0,2,2,3.4
50923,790,1,1,756,54,51,900.0,3,8,4.5
21276,1298,1,0,19,21,22,300.0,4,9,2.9
40706,5667,1,0,195,54,40,300.0,2,9,3.9
5562,2052,1,0,54,16,51,600.0,2,4,3.6
40767,6182,0,0,23,36,37,250.0,2,8,3.6
42235,3466,0,0,2650,10,14,600.0,1,3,4.4
3764,2696,0,1,3421,36,51,1300.0,0,4,4.5
21102,2541,0,0,118,21,51,800.0,4,4,3.9
31488,6050,0,0,16,31,58,300.0,4,9,3.6
25047,2491,1,0,30,17,40,300.0,4,9,3.2
33787,2727,0,0,11,9,51,200.0,3,9,3.6
22778,5860,0,1,176,21,51,1350.0,2,4,3.8
12785,5717,0,0,29,45,51,2200.0,4,1,3.5
37330,361,1,0,18,26,51,200.0,4,9,3.8
33361,1624,1,0,121,26,41,400.0,2,9,3.9
18878,1520,1,0,81,19,38,150.0,4,9,4.1
11033,6187,0,0,172,31,51,650.0,4,3,4.1
47255,60,0,1,105,7,51,1000.0,0,4,3.9
26265,5300,0,0,16,24,29,400.0,4,9,2.7
17893,4789,1,0,228,19,38,350.0,2,9,3.6
21169,4417,1,0,171,21,9,400.0,4,9,4.1
39900,2766,1,0,16,41,3,400.0,2,0,3.4
42317,743,1,0,12,19,8,600.0,2,10,3.1
35236,4801,1,0,221,9,51,400.0,2,8,3.5
29513,3904,1,0,36,18,59,250.0,2,9,3.6
5007,3613,0,1,271,37,51,3000.0,0,8,4.2
33298,1640,1,0,87,26,51,100.0,2,8,3.8
48491,2965,1,0,25,41,31,400.0,4,9,3.4
13645,3388,1,0,7,15,51,300.0,2,3,3.2
14958,4021,1,0,18,16,60,300.0,2,9,3.1
9311,4196,1,0,658,29,51,500.0,2,4,3.8
25713,836,1,0,248,24,51,1200.0,2,1,3.9
12286,5920,1,0,7,52,51,500.0,2,9,3.4
14553,2109,0,1,1265,15,51,1200.0,5,8,4.3
21609,5173,0,0,12,9,58,200.0,4,9,3.5
24279,3865,1,0,383,25,51,700.0,2,4,4.1
50389,5464,1,0,232,54,48,400.0,2,9,3.2
41199,1738,1,0,98,36,7,500.0,2,8,3.9
51182,2545,1,0,145,54,41,600.0,4,4,3.2
25602,6116,1,0,72,25,51,400.0,2,4,4.0
46639,6002,0,0,8,43,14,400.0,3,3,3.5
22961,5896,0,0,7,23,51,300.0,2,9,3.4
25325,1698,1,0,189,1,53,400.0,2,9,3.8
33605,5666,1,0,5,18,51,200.0,2,9,2.8
42390,3410,1,0,177,52,51,750.0,2,4,4.0
35972,3469,0,0,324,31,51,700.0,2,3,4.1
20456,384,1,0,12,9,28,250.0,2,9,3.5
43389,5669,1,0,1770,50,51,750.0,4,4,4.2
11038,3467,0,0,873,23,54,300.0,4,9,4.1
38930,641,0,0,225,11,51,300.0,4,9,3.4
3305,3755,0,0,160,3,51,800.0,4,4,3.6
31793,6353,0,0,39,9,32,1200.0,4,1,3.5
7562,3166,1,0,12,36,51,150.0,2,9,3.5
42623,5614,1,0,4,48,51,300.0,2,8,3.2
25184,1726,1,0,274,24,51,900.0,1,3,4.1
5429,2135,1,0,257,19,44,650.0,2,4,3.9
32287,358,1,0,479,9,43,450.0,2,9,3.7
19681,6290,1,0,93,29,15,600.0,2,3,4.1
15294,4268,1,0,9,16,54,100.0,2,9,3.1
12675,1789,1,0,121,34,51,1000.0,4,5,4.2
28081,2930,0,0,138,31,51,800.0,2,4,4.0
46038,1804,0,0,391,13,51,500.0,4,9,3.9
23355,1900,1,0,23,23,51,350.0,4,9,3.7
48465,6288,1,0,125,7,51,400.0,4,8,3.6
43637,2645,0,0,399,49,51,300.0,4,9,4.1
36762,3645,1,1,2717,27,51,1000.0,4,3,4.2
30244,3820,1,0,22,9,0,600.0,2,4,3.6
3931,4175,1,0,20,5,51,400.0,2,4,2.6
49392,3185,1,0,7,6,51,500.0,2,9,3.1
38601,430,0,0,56,34,51,1800.0,4,5,3.5
869,4753,0,0,353,23,48,1200.0,0,4,4.3
16774,711,1,0,78,18,51,400.0,2,4,4.2
15546,2645,0,0,399,49,51,300.0,4,9,4.1
39292,5044,0,0,4,52,38,200.0,4,9,3.2
2425,2323,0,0,11,9,51,500.0,4,3,3.2
31160,980,1,0,18,29,14,500.0,4,3,3.8
61,2127,1,1,163,33,51,800.0,2,4,3.6
10580,531,0,0,7,9,51,300.0,4,9,3.4
50929,2991,1,0,30,54,51,500.0,3,4,3.7
175,664,1,0,66,0,54,150.0,2,9,3.6
1526,4880,1,0,5,2,51,250.0,2,9,3.3
20859,2653,1,0,7,9,51,400.0,2,3,2.9
34921,1651,1,0,175,18,51,400.0,2,10,3.7
21823,901,1,0,204,9,51,500.0,1,8,4.0
19542,1416,1,0,827,21,34,400.0,2,7,4.4
16775,5415,1,0,20,46,38,200.0,2,10,3.6
48880,3615,1,0,37,5,51,650.0,1,3,3.8
28350,6125,0,0,289,28,59,250.0,4,4,2.8
2937,1425,1,1,237,23,51,600.0,2,8,4.2
15317,4186,0,0,142,16,3,500.0,3,0,4.2
36064,4896,0,0,183,29,38,150.0,2,8,4.1
4022,269,1,0,4,36,51,300.0,2,9,3.0
31718,412,1,0,115,9,51,400.0,4,9,4.0
17224,1998,1,0,123,18,51,300.0,4,9,3.6
44529,3863,1,0,226,39,36,300.0,4,9,3.5
32000,5680,0,1,221,28,51,1200.0,5,5,4.3
39328,5840,1,1,508,34,19,1300.0,5,5,4.3
18823,5322,0,0,69,19,15,700.0,4,3,3.7
11985,3822,0,0,23,37,51,300.0,2,9,3.1
1701,3844,1,0,135,9,40,500.0,2,4,3.7
50202,566,0,0,17,54,55,350.0,2,10,3.6
23266,3866,1,0,64,23,51,750.0,4,4,3.0
40338,3286,0,1,409,42,45,1200.0,4,4,4.5
11235,4657,0,0,14,2,57,300.0,4,8,2.8
41597,1763,1,0,501,36,21,600.0,4,4,4.0
14007,5723,0,0,117,15,51,700.0,3,3,3.9
35384,1557,1,0,145,21,40,550.0,2,4,3.9
44293,3535,0,0,6,39,49,300.0,2,6,3.2
31374,2535,0,0,27,28,14,450.0,4,3,3.8
30112,770,1,1,1855,26,51,600.0,2,3,4.1
5890,1593,1,0,6,52,4,400.0,3,0,3.1
29360,2342,1,0,255,9,51,400.0,2,9,3.9
17511,77,0,0,19,18,45,600.0,6,1,3.3
42738,5744,1,1,219,50,51,850.0,2,4,4.4
